date,temp,tmin,tmax,rhum,prcp,snwd,wspd,pres,cldc
2015-01-05,17.0,9.5,27.0,31,0.0,0,4.9,1022.5,0
2015-01-06,19.8,12.6,29.2,26,0.0,0,5.9,1020.6,0
2015-01-07,18.2,11.1,27.5,39,0.0,0,4.9,1018.8,0
2015-01-08,15.9,10.9,22.5,63,0.0,0,3.9,1016.8,0
2015-01-09,16.4,13.1,22.3,72,0.0,0,4.1,1015.7,0
2015-01-10,13.8,11.7,16.2,84,14.1,0,3.6,1015.5,
2015-01-11,14.3,12.8,16.4,92,8.5,0,4.7,1016.6,
2015-01-12,14.3,11.6,18.1,87,0.0,,5.9,1019.9,1
2015-01-13,14.9,12.3,19.4,78,0.0,0,4.8,1018.6,
2015-01-14,14.8,8.5,21.6,57,0.0,0,4.9,1020.8,0
2015-01-15,15.9,9.7,23.5,41,0.0,0,4.9,1022.7,0
2015-01-16,16.1,9.9,23.7,45,0.0,0,4.9,1020.4,0
2015-01-17,16.3,9.9,24.8,52,0.0,0,4.0,1020.7,0
2015-01-18,15.8,11.2,22.0,62,0.0,0,4.0,1022.1,0
2015-01-19,14.7,9.6,20.5,74,0.0,0,3.3,1019.2,0
2015-01-20,13.5,11.3,16.5,86,0.0,0,3.8,1015.4,
2015-01-21,15.5,12.4,20.2,70,0.0,0,5.8,1015.8,
2015-01-22,16.0,9.0,23.3,41,0.0,0,5.1,1021.6,0
2015-01-23,16.4,10.3,23.3,30,0.0,0,5.4,1022.0,0
2015-01-24,18.2,10.9,25.9,29,0.0,0,9.6,1017.3,0
2015-01-25,18.4,9.7,27.2,31,0.0,0,3.6,1016.0,0
2015-01-26,18.7,13.3,24.5,48,4.0,0,8.1,1016.3,
2015-01-27,16.3,12.7,21.2,75,0.1,0,5.3,1020.9,
2015-01-28,17.1,12.9,22.7,60,0.0,0,4.3,1019.5,0
2015-01-29,18.9,15.6,23.5,49,0.0,0,4.4,1016.4,
2015-01-30,17.2,14.3,20.3,68,3.3,0,4.8,1012.1,
2015-01-31,16.0,13.1,20.6,78,0.0,0,6.4,1012.1,
2015-02-01,15.8,9.8,23.0,69,0.0,0,4.2,1017.8,0
2015-02-02,16.4,10.4,22.8,63,0.0,0,4.3,1017.5,0
2015-02-03,15.4,10.9,19.9,78,0.0,0,5.6,1017.5,0
2015-02-04,15.4,11.7,19.9,80,0.0,0,5.6,1018.6,
2015-02-05,15.7,10.0,24.3,78,0.0,0,5.2,1017.2,0
2015-02-06,15.6,11.5,21.2,75,0.0,0,7.1,1019.0,0
2015-02-07,15.2,10.7,18.8,77,0.1,0,4.1,1020.7,
2015-02-08,18.2,14.8,23.9,79,0.0,0,8.6,1019.8,
2015-02-09,17.5,13.9,21.8,77,0.0,,8.9,1018.8,0
2015-02-10,17.2,10.9,24.3,61,0.0,0,4.7,1014.2,0
2015-02-11,20.4,12.6,29.6,29,0.0,0,3.5,1016.0,0
2015-02-12,21.3,13.5,29.6,23,0.0,0,5.2,1018.0,0
2015-02-13,21.3,13.8,30.3,29,0.0,0,5.8,1016.6,0
2015-02-14,20.4,13.9,28.9,34,0.0,0,5.8,1016.4,0
2015-02-15,17.9,11.9,24.6,57,0.0,0,6.7,1014.4,0
2015-02-16,15.9,12.4,19.6,77,0.0,0,7.6,1015.1,0
2015-02-17,16.4,14.8,19.9,73,0.0,0,8.0,1018.3,
2015-02-18,16.3,12.6,21.4,77,0.0,0,7.3,1019.4,0
2015-02-19,16.2,13.3,20.8,77,0.0,0,6.7,1017.9,
2015-02-20,15.9,13.7,19.8,74,0.0,0,5.8,1014.9,
2015-02-21,15.9,14.6,18.9,69,0.0,0,9.4,1013.3,
2015-02-22,14.6,12.2,16.6,76,7.5,0,8.9,1011.1,
2015-02-23,13.1,9.5,17.2,70,1.7,0,7.6,1015.6,
2015-02-24,15.0,7.4,23.1,49,0.0,0,11.3,1021.8,0
2015-02-25,15.1,9.1,21.3,63,0.0,0,6.5,1019.5,0
2015-02-26,14.8,10.2,19.1,71,0.0,0,5.5,1012.6,0
2015-02-27,14.9,12.2,17.9,74,0.0,0,12.2,1009.0,
2015-02-28,14.3,11.7,16.4,64,1.4,0,14.8,1009.8,
2015-03-01,13.1,10.2,17.3,72,11.0,0,9.4,1012.9,
2015-03-02,12.2,8.9,15.9,73,4.7,0,6.7,1013.0,
2015-03-03,13.2,8.3,18.2,64,0.9,0,8.8,1013.4,0
2015-03-04,14.8,8.9,21.0,56,0.0,0,7.0,1017.6,0
2015-03-05,16.3,9.3,23.9,34,0.0,0,5.9,1022.3,0
2015-03-06,18.7,9.1,28.0,28,0.0,0,5.7,1018.2,0
2015-03-07,20.4,11.6,29.7,29,0.0,0,7.2,1015.0,0
2015-03-08,17.8,11.7,23.5,57,0.0,0,8.3,1015.0,0
2015-03-09,16.3,12.6,20.7,74,0.0,0,7.3,1013.9,
2015-03-10,17.4,12.6,23.8,68,0.0,0,6.4,1014.1,0
2015-03-11,18.4,15.8,22.2,62,0.0,0,5.3,1017.4,
2015-03-12,21.3,13.3,28.7,44,0.0,0,8.2,1016.2,0
2015-03-13,24.0,17.4,30.7,33,0.0,0,9.0,1016.1,0
2015-03-14,24.7,17.6,32.8,25,0.0,0,7.3,1016.5,0
2015-03-15,24.9,19.3,32.3,28,0.0,0,6.6,1015.3,0
2015-03-16,24.1,18.4,31.4,33,0.0,0,6.5,1012.6,0
2015-03-17,20.7,16.7,26.3,55,0.0,0,8.0,1013.1,0
2015-03-18,18.8,16.6,22.4,72,0.0,0,10.6,1014.0,1
2015-03-19,18.2,15.7,22.0,73,0.0,0,8.8,1015.1,
2015-03-20,18.6,14.8,23.9,73,0.0,0,8.3,1017.3,1
2015-03-21,18.0,15.9,22.2,75,0.0,0,9.4,1018.9,
2015-03-22,17.2,14.9,20.4,73,0.0,0,10.3,1020.7,
2015-03-23,17.4,13.4,21.5,66,0.0,0,11.2,1020.0,0
2015-03-24,18.4,13.7,23.8,55,0.0,0,10.9,1017.2,0
2015-03-25,20.5,14.6,27.2,55,0.0,0,8.5,1016.4,0
2015-03-26,22.7,15.1,31.3,37,0.0,0,7.6,1017.0,0
2015-03-27,22.5,16.5,30.1,44,0.0,0,7.9,1016.8,0
2015-03-28,19.7,14.7,25.2,67,0.0,0,7.5,1017.0,0
2015-03-29,18.3,14.0,23.8,70,0.0,0,8.1,1016.3,0
2015-03-30,18.0,14.1,23.4,72,0.0,0,8.2,1015.5,0
2015-03-31,17.1,13.8,21.2,72,0.0,0,7.8,1015.0,0
2015-04-01,17.5,14.1,22.0,67,0.0,0,11.0,1014.2,0
2015-04-02,17.2,12.3,22.5,56,0.0,0,8.3,1014.8,0
2015-04-03,20.2,12.8,28.9,32,0.0,0,8.1,1016.1,0
2015-04-04,20.6,14.4,26.7,31,0.0,0,9.1,1012.6,0
2015-04-05,16.9,12.9,20.8,63,0.0,0,13.9,1011.3,
2015-04-06,14.9,12.6,17.8,56,0.0,0,12.9,1013.8,0
2015-04-07,13.7,10.2,18.0,65,2.5,0,8.8,1016.3,
2015-04-08,14.7,8.9,20.3,55,0.0,0,13.3,1016.5,0
2015-04-09,16.5,11.5,22.6,53,0.0,0,8.6,1014.1,0
2015-04-10,15.8,11.5,20.4,67,0.0,0,9.3,1015.1,0
2015-04-11,16.5,12.0,21.3,63,0.0,0,8.7,1013.4,0
2015-04-12,17.6,12.6,23.1,69,0.0,0,9.6,1013.5,0
2015-04-13,17.6,14.5,21.9,74,0.0,0,9.4,1017.4,1
2015-04-14,17.4,14.1,21.4,66,0.0,0,11.4,1016.8,1
2015-04-15,18.9,13.5,25.8,46,0.0,0,9.1,1013.3,0
2015-04-16,19.7,13.3,26.4,28,0.0,0,9.1,1014.6,0
2015-04-17,19.9,13.5,25.9,30,0.0,0,10.8,1016.0,0
2015-04-18,18.8,13.3,24.6,51,0.0,0,9.5,1014.9,0
2015-04-19,17.0,13.1,21.3,70,0.0,0,10.2,1013.0,0
2015-04-20,15.9,13.4,19.6,71,0.0,0,9.9,1011.8,
2015-04-21,16.0,14.4,18.9,62,0.0,0,10.0,1012.6,
2015-04-22,16.0,13.4,18.8,68,0.0,0,9.1,1012.2,
2015-04-23,15.9,13.1,19.4,70,0.0,0,10.3,1012.2,
2015-04-24,15.8,14.6,17.9,71,0.0,0,8.9,1014.8,
2015-04-25,15.4,13.4,17.5,74,2.0,0,14.2,1013.8,
2015-04-26,17.6,11.9,23.0,57,0.0,0,13.4,1013.4,0
2015-04-27,20.2,13.6,27.0,47,0.0,0,10.5,1013.0,0
2015-04-28,22.0,14.6,29.8,37,0.0,0,9.3,1013.1,0
2015-04-29,22.1,16.2,29.0,50,0.0,0,8.7,1011.4,0
2015-04-30,21.5,16.4,27.5,56,0.0,0,8.7,1009.7,0
2015-05-01,19.9,14.8,26.7,63,0.0,0,10.7,1011.4,1
2015-05-02,19.6,14.9,24.0,57,0.0,0,12.3,1010.4,0
2015-05-03,17.2,14.0,21.2,68,0.0,0,12.9,1011.9,0
2015-05-04,15.7,13.4,19.2,70,0.0,0,12.7,1013.8,
2015-05-05,15.9,14.2,18.6,66,0.0,0,9.5,1014.7,
2015-05-06,16.1,14.4,18.4,65,0.0,0,11.1,1011.9,
2015-05-07,15.1,12.5,17.7,66,2.4,0,14.5,1011.0,
2015-05-08,13.8,10.3,17.2,71,1.4,0,10.5,1013.5,
2015-05-09,15.7,13.1,18.7,70,0.0,0,8.4,1017.5,
2015-05-10,16.9,12.6,21.2,70,0.0,0,9.2,1015.0,0
2015-05-11,18.4,14.4,23.0,68,0.0,0,9.9,1011.6,0
2015-05-12,17.3,14.4,21.7,67,0.0,0,11.3,1011.3,
2015-05-13,16.5,13.6,19.9,63,0.0,0,12.3,1013.4,
2015-05-14,14.9,12.6,17.9,71,4.9,0,10.3,1012.0,
2015-05-15,14.9,12.3,19.1,71,0.6,0,10.6,1011.1,
2015-05-16,16.3,11.8,20.3,71,0.0,0,9.3,1014.6,
2015-05-17,17.2,14.7,20.6,71,0.0,0,10.4,1015.8,
2015-05-18,17.1,15.1,20.3,65,0.0,0,11.3,1016.5,
2015-05-19,16.7,12.6,20.6,66,0.0,0,10.3,1016.6,0
2015-05-20,17.0,14.6,21.0,66,0.0,0,11.0,1014.0,
2015-05-21,16.5,14.2,19.7,67,0.0,0,11.9,1014.0,
2015-05-22,16.3,14.4,18.9,69,0.0,0,15.1,1016.0,
2015-05-23,17.0,14.2,20.4,68,0.0,0,11.2,1017.4,
2015-05-24,17.1,15.0,20.4,67,0.0,0,10.3,1015.2,
2015-05-25,16.8,14.3,20.3,74,0.0,0,8.5,1014.7,
2015-05-26,17.0,14.8,20.2,75,0.0,0,10.0,1015.1,
2015-05-27,17.0,15.0,21.1,73,0.0,0,10.7,1015.0,
2015-05-28,17.5,14.3,22.1,74,0.0,0,9.9,1014.3,0
2015-05-29,18.3,14.4,23.7,75,0.0,0,9.9,1013.3,
2015-05-30,18.2,14.6,23.1,78,0.0,0,9.9,1013.0,0
2015-05-31,17.3,14.5,21.6,79,0.0,0,10.9,1013.4,
2015-06-01,17.8,14.9,22.1,73,0.0,0,11.6,1015.0,
2015-06-02,18.6,15.7,22.8,72,0.0,0,11.0,1014.4,0
2015-06-03,18.1,16.1,22.2,74,0.0,0,11.1,1012.7,
2015-06-04,17.6,15.9,20.1,73,0.0,0,9.1,1010.9,
2015-06-05,18.0,15.7,21.4,69,0.0,0,11.8,1010.8,
2015-06-06,17.7,15.1,21.4,72,0.0,0,12.0,1012.3,1
2015-06-07,18.9,15.3,24.2,73,0.0,0,11.4,1011.0,0
2015-06-08,20.8,16.4,27.3,72,0.0,0,10.2,1010.4,0
2015-06-09,22.2,17.4,28.7,64,0.5,,11.6,1009.6,
2015-06-10,20.3,16.7,22.3,81,0.0,0,12.8,1012.0,
2015-06-11,18.4,16.2,23.0,85,0.0,0,8.5,1011.0,
2015-06-12,18.6,16.9,21.8,82,0.0,0,9.0,1009.9,
2015-06-13,18.6,17.3,21.4,80,0.0,0,9.5,1009.5,
2015-06-14,19.3,17.1,24.3,78,0.0,0,9.4,1008.8,
2015-06-15,19.7,16.7,24.2,78,0.0,0,9.5,1010.0,
2015-06-16,19.9,16.7,24.5,76,0.0,0,9.3,1011.5,0
2015-06-17,20.1,16.6,24.6,75,0.0,0,10.7,1012.2,
2015-06-18,20.4,16.7,25.4,72,0.0,0,9.8,1012.7,0
2015-06-19,21.0,16.1,26.2,67,0.0,0,9.0,1010.5,0
2015-06-20,22.4,17.3,28.2,66,0.0,0,9.7,1009.8,0
2015-06-21,21.7,18.2,25.4,72,0.0,0,10.2,1012.6,0
2015-06-22,21.8,17.8,26.2,63,0.0,0,10.2,1013.0,0
2015-06-23,22.2,18.2,27.4,61,0.0,0,9.3,1012.5,0
2015-06-24,22.1,18.0,27.3,61,0.0,0,10.3,1011.6,0
2015-06-25,21.4,17.6,25.9,69,0.0,0,10.3,1013.2,0
2015-06-26,20.1,16.5,25.5,75,0.0,0,11.9,1013.9,0
2015-06-27,20.2,17.5,23.2,74,0.0,0,9.3,1014.2,0
2015-06-28,23.4,20.1,28.4,62,0.0,0,11.1,1012.0,0
2015-06-29,23.9,20.7,30.4,61,0.0,0,9.3,1011.5,0
2015-06-30,24.1,20.0,31.3,61,0.0,0,9.7,1011.2,0
2015-07-01,23.3,20.3,27.7,68,0.0,0,9.7,1012.1,0
2015-07-02,22.6,19.1,27.3,69,0.0,0,11.9,1014.0,0
2015-07-03,20.9,17.8,25.2,75,0.0,0,13.4,1012.7,0
2015-07-04,20.0,17.3,24.1,75,0.0,0,10.8,1011.7,0
2015-07-05,19.5,17.7,23.1,76,0.0,0,10.5,1014.4,
2015-07-06,19.4,17.9,23.2,77,0.0,0,9.6,1016.0,
2015-07-07,19.9,18.3,23.8,76,0.0,0,10.7,1013.8,
2015-07-08,20.4,18.8,22.7,72,0.0,0,11.2,1011.1,
2015-07-09,20.4,17.8,23.7,67,0.0,0,13.2,1011.6,
2015-07-10,20.0,17.2,23.2,65,0.0,0,12.3,1012.9,0
2015-07-11,20.6,17.3,24.3,71,0.0,0,10.6,1014.0,0
2015-07-12,21.7,17.7,26.4,66,0.0,0,10.8,1014.8,0
2015-07-13,22.5,18.8,27.1,63,0.0,0,11.0,1013.1,0
2015-07-14,21.6,18.0,27.0,70,0.0,0,9.1,1011.2,0
2015-07-15,21.5,18.4,25.9,68,0.0,0,10.9,1012.2,
2015-07-16,21.5,18.4,25.2,69,0.0,0,10.3,1013.3,
2015-07-17,21.4,18.1,26.1,70,0.0,0,10.6,1011.2,0
2015-07-18,21.5,18.6,29.8,74,7.8,0,5.2,1013.5,
2015-07-19,25.7,22.0,31.7,69,0.6,0,9.3,1015.3,
2015-07-20,25.4,21.5,29.3,70,0.0,0,9.7,1015.1,
2015-07-21,22.8,20.8,26.4,81,0.0,0,10.9,1012.6,
2015-07-22,22.9,20.3,26.7,76,0.0,0,12.3,1011.4,
2015-07-23,22.6,20.3,26.8,74,0.0,0,9.8,1014.1,
2015-07-24,23.4,20.1,28.0,73,0.0,0,10.1,1016.3,0
2015-07-25,24.1,20.3,29.4,68,0.0,0,9.4,1014.7,0
2015-07-26,22.9,19.8,26.6,71,0.0,0,11.5,1012.6,0
2015-07-27,22.3,19.8,26.2,68,0.0,0,10.8,1012.3,
2015-07-28,22.7,19.2,27.1,70,0.0,0,9.9,1011.4,0
2015-07-29,22.2,19.0,26.5,75,0.0,0,11.2,1013.1,0
2015-07-30,23.2,20.6,27.6,72,0.0,0,11.0,1015.0,0
2015-07-31,23.5,20.3,27.7,74,0.0,0,10.3,1015.3,0
2015-08-01,22.5,19.7,26.7,74,0.0,0,10.7,1013.5,
2015-08-02,23.0,20.1,27.5,71,0.0,0,8.4,1011.4,0
2015-08-03,23.1,19.7,27.1,69,0.0,0,9.7,1011.4,0
2015-08-04,24.2,19.9,29.1,61,0.0,0,10.7,1012.0,0
2015-08-05,24.6,20.4,29.4,59,0.0,0,9.8,1012.1,0
2015-08-06,23.3,19.7,27.4,68,0.0,0,9.2,1010.7,0
2015-08-07,21.9,19.4,26.4,70,0.0,0,12.0,1011.8,
2015-08-08,21.6,19.2,24.9,64,0.0,0,11.0,1013.2,
2015-08-09,20.6,17.9,24.6,70,0.0,0,10.1,1013.9,0
2015-08-10,20.7,18.1,25.1,70,0.0,0,10.9,1013.4,
2015-08-11,21.1,17.7,25.4,72,0.0,0,10.0,1012.6,
2015-08-12,23.2,17.9,28.8,63,0.0,0,8.4,1013.8,0
2015-08-13,25.5,20.6,31.7,54,0.0,0,9.3,1012.4,0
2015-08-14,26.1,21.2,31.2,52,0.0,0,8.7,1012.2,0
2015-08-15,26.7,21.9,32.8,53,0.0,0,9.2,1011.2,0
2015-08-16,26.2,21.3,32.6,57,0.0,0,9.0,1010.3,0
2015-08-17,24.3,21.0,29.0,69,0.0,0,10.3,1011.8,0
2015-08-18,23.1,20.3,27.4,72,0.0,0,11.4,1012.6,
2015-08-19,22.0,19.7,25.6,73,0.0,0,10.7,1012.0,
2015-08-20,22.1,19.8,26.4,70,0.0,0,10.6,1011.0,
2015-08-21,21.9,19.9,25.8,72,0.0,0,9.9,1011.1,
2015-08-22,22.3,19.9,26.0,72,0.0,0,10.2,1012.0,
2015-08-23,22.3,19.4,27.2,75,0.0,0,9.6,1013.2,0
2015-08-24,23.1,19.4,27.9,74,0.0,0,8.2,1013.2,3
2015-08-25,24.1,21.5,29.3,71,0.0,0,7.6,1012.9,0
2015-08-26,26.0,22.5,31.2,65,0.0,0,8.2,1013.4,0
2015-08-27,26.4,22.6,31.9,61,0.0,0,8.1,1013.4,0
2015-08-28,27.6,23.2,33.8,56,0.0,0,8.3,1010.9,0
2015-08-29,26.9,22.3,32.3,59,0.0,0,10.0,1010.8,0
2015-08-30,25.3,22.3,29.6,66,0.0,0,10.9,1010.8,0
2015-08-31,23.4,20.9,27.9,70,0.0,0,9.7,1011.1,0
2015-09-01,22.8,20.6,26.8,67,0.0,0,11.1,1012.5,
2015-09-02,22.1,19.9,24.9,67,0.0,0,10.7,1013.4,
2015-09-03,21.4,19.7,25.3,65,0.0,0,9.6,1011.7,
2015-09-04,21.6,19.8,24.8,61,0.0,0,10.1,1010.8,
2015-09-05,21.9,17.9,26.8,66,0.0,0,9.4,1011.8,0
2015-09-06,23.3,17.9,29.4,60,0.0,0,7.4,1012.0,0
2015-09-07,25.7,21.0,31.2,56,0.0,0,8.4,1011.0,0
2015-09-08,27.5,22.6,33.0,51,0.0,0,7.9,1009.4,0
2015-09-09,29.5,25.2,35.8,47,0.5,0,8.2,1008.9,0
2015-09-10,29.2,25.6,34.2,52,0.0,0,8.7,1010.2,0
2015-09-11,28.3,24.7,32.7,49,0.0,0,8.0,1011.5,0
2015-09-12,27.5,24.7,32.3,54,0.0,0,7.0,1012.1,0
2015-09-13,26.0,22.7,30.1,63,0.0,0,9.5,1009.6,0
2015-09-14,23.9,21.6,27.8,73,0.0,0,8.7,1009.4,
2015-09-15,23.2,20.3,26.4,81,36.4,0,13.0,1010.3,
2015-09-16,21.9,19.6,24.8,65,0.0,0,8.4,1014.0,
2015-09-17,22.4,18.1,26.4,63,0.0,0,8.0,1012.9,0
2015-09-18,23.6,18.4,29.3,63,0.0,0,6.9,1009.6,0
2015-09-19,25.2,20.1,31.3,58,0.0,0,6.6,1008.0,0
2015-09-20,27.9,22.1,34.8,50,0.0,0,8.1,1008.2,0
2015-09-21,25.9,22.5,29.2,61,0.0,0,10.1,1008.0,0
2015-09-22,23.8,21.7,27.4,73,0.0,0,8.9,1011.7,0
2015-09-23,24.0,20.9,28.5,72,0.0,0,7.4,1011.8,0
2015-09-24,25.2,20.9,31.3,67,0.0,0,7.0,1010.7,0
2015-09-25,25.6,21.9,31.7,69,0.0,0,7.6,1010.6,0
2015-09-26,25.7,21.9,31.3,68,0.0,0,7.3,1009.1,0
2015-09-27,24.5,20.3,30.1,70,0.0,0,7.0,1008.8,0
2015-09-28,24.4,20.5,29.3,67,0.0,0,7.6,1010.7,0
2015-09-29,23.4,18.4,28.6,65,0.0,0,7.0,1011.4,0
2015-09-30,24.4,19.8,29.9,61,0.0,0,6.4,1009.8,0
2015-10-01,24.3,20.3,28.3,62,0.0,0,10.5,1011.5,0
2015-10-02,23.2,19.2,28.1,66,0.0,0,9.8,1010.7,
2015-10-03,22.7,18.7,27.4,67,0.0,0,9.7,1003.5,
2015-10-04,20.1,17.3,22.2,64,4.1,0,12.3,1003.3,
2015-10-05,20.0,16.7,24.1,67,1.8,0,8.8,1011.0,
2015-10-06,20.8,16.8,24.8,69,0.0,0,8.2,1016.8,0
2015-10-07,22.4,18.1,27.0,69,0.0,0,7.0,1016.8,0
2015-10-08,24.6,19.5,31.8,63,0.0,0,5.9,1014.3,0
2015-10-09,28.3,21.5,36.6,45,0.0,0,6.9,1011.9,0
2015-10-10,29.8,23.3,37.4,35,0.0,0,7.2,1013.1,0
2015-10-11,29.1,23.6,35.9,39,0.0,0,7.6,1012.1,0
2015-10-12,28.3,23.0,33.9,46,0.0,0,5.8,1012.6,0
2015-10-13,28.1,23.9,31.6,59,0.0,0,10.6,1015.6,0
2015-10-14,25.3,23.0,29.2,75,0.0,,8.2,1014.2,1
2015-10-15,23.7,22.2,26.8,78,0.0,0,11.9,1012.9,
2015-10-16,22.6,21.7,24.5,79,0.0,0,9.5,1012.1,
2015-10-17,23.5,21.6,26.6,75,0.0,0,10.2,1011.9,
2015-10-18,22.6,20.5,25.4,74,0.3,0,9.9,1012.3,
2015-10-19,21.7,18.6,25.6,67,0.0,0,8.0,1012.6,
2015-10-20,21.8,17.4,26.2,60,0.0,0,8.1,1010.3,0
2015-10-21,23.1,18.2,28.4,56,0.0,0,7.9,1011.2,0
2015-10-22,21.6,17.6,25.8,69,0.0,0,7.3,1013.3,1
2015-10-23,21.7,17.3,26.3,69,0.0,0,7.0,1013.7,1
2015-10-24,24.3,17.7,33.1,43,0.0,0,5.9,1012.3,0
2015-10-25,23.2,19.2,29.3,47,0.0,0,3.7,1012.3,0
2015-10-26,22.0,16.6,29.1,55,0.0,0,5.7,1012.8,0
2015-10-27,21.2,16.1,28.0,60,0.0,0,4.6,1013.2,0
2015-10-28,22.0,19.0,25.8,66,0.0,0,7.5,1011.4,0
2015-10-29,23.4,19.9,29.0,34,0.0,0,18.9,1008.1,0
2015-10-30,24.1,20.0,29.8,23,0.0,0,9.4,1010.6,0
2015-10-31,22.6,15.7,30.2,43,0.0,0,5.5,1015.3,0
2015-11-01,21.1,15.2,27.9,59,0.0,0,5.5,1015.4,0
2015-11-02,18.8,15.0,22.1,73,0.9,0,14.1,1009.8,
2015-11-03,15.5,11.8,20.1,60,0.0,0,8.0,1010.0,1
2015-11-04,14.9,9.9,19.5,46,0.0,0,9.4,1014.2,1
2015-11-05,15.9,9.8,21.9,34,0.0,0,6.8,1020.8,0
2015-11-06,17.4,10.8,24.5,36,0.0,0,5.0,1019.2,0
2015-11-07,18.4,10.9,27.0,31,0.0,0,6.1,1016.9,0
2015-11-08,17.6,11.7,23.8,45,0.0,0,6.1,1014.7,0
2015-11-09,18.3,13.4,23.7,57,0.2,0,13.1,1014.9,
2015-11-10,17.1,11.7,23.1,43,0.0,0,13.0,1018.6,0
2015-11-11,17.2,9.1,27.8,38,0.0,0,4.9,1022.8,0
2015-11-12,18.2,7.3,24.8,27,0.0,0,4.1,1017.1,0
2015-11-13,18.8,9.9,26.5,29,0.0,0,5.4,1014.5,0
2015-11-14,19.1,11.2,29.2,40,0.0,0,4.2,1013.3,0
2015-11-15,17.0,11.3,24.0,53,0.0,0,14.5,1012.0,3
2015-11-16,14.8,11.1,19.3,29,0.0,0,21.2,1015.7,0
2015-11-17,14.7,7.7,21.9,33,0.0,0,7.0,1019.8,0
2015-11-18,16.0,9.3,23.1,45,0.0,0,4.6,1016.0,0
2015-11-19,17.9,10.7,27.9,42,0.0,0,4.6,1014.4,0
2015-11-20,19.4,12.2,27.9,36,0.0,0,3.7,1013.0,0
2015-11-21,21.7,14.1,31.1,29,0.0,0,4.6,1013.9,0
2015-11-22,21.7,14.9,29.5,18,0.0,0,6.2,1013.2,0
2015-11-23,19.2,12.8,25.5,37,0.0,0,6.4,1012.8,0
2015-11-24,15.7,11.7,19.5,68,0.4,0,8.4,1013.0,
2015-11-25,14.0,10.5,16.6,56,0.3,0,14.7,1011.8,3
2015-11-26,12.4,8.4,16.9,57,0.0,0,6.2,1014.7,1
2015-11-27,12.9,9.2,17.5,50,0.0,0,6.5,1015.8,0
2015-11-28,12.9,7.0,18.3,37,0.0,0,4.6,1017.5,0
2015-11-29,14.0,9.1,19.4,27,0.0,0,6.3,1019.3,0
2015-11-30,12.9,6.7,18.8,31,0.0,0,4.7,1020.0,0
2015-12-01,14.0,7.6,22.2,34,0.0,0,5.5,1019.2,0
2015-12-02,16.7,9.6,25.6,27,0.0,0,5.1,1019.3,0
2015-12-03,17.6,12.1,23.3,35,0.0,0,5.5,1017.5,0
2015-12-04,14.3,10.0,19.1,60,0.0,0,4.6,1018.8,1
2015-12-05,15.9,9.0,24.4,43,0.0,0,5.0,1022.4,0
2015-12-06,17.9,12.8,25.4,31,0.0,0,5.4,1022.2,0
2015-12-07,18.1,11.3,26.4,35,0.0,0,4.8,1019.0,0
2015-12-08,18.8,12.7,27.4,42,0.0,0,3.9,1016.8,0
2015-12-09,17.1,12.2,24.0,66,0.0,0,3.8,1015.9,
2015-12-10,15.1,11.1,18.6,81,1.2,0,10.1,1014.1,
2015-12-11,15.0,11.9,17.5,55,0.1,0,18.8,1009.8,
2015-12-12,15.1,12.2,20.2,33,0.0,0,15.6,1014.6,0
2015-12-13,13.3,8.4,18.6,54,4.1,0,10.5,1016.6,
2015-12-14,11.6,9.0,14.8,39,0.0,0,17.7,1014.2,0
2015-12-15,11.0,6.3,15.8,35,0.0,0,7.8,1016.6,0
2015-12-16,10.4,4.0,15.6,39,0.0,0,5.1,1020.9,0
2015-12-17,11.7,5.8,18.4,43,0.0,0,4.5,1021.3,0
2015-12-18,14.0,7.6,21.7,43,0.0,0,5.6,1017.1,0
2015-12-19,12.4,7.5,17.1,66,6.9,0,6.1,1014.6,
2015-12-20,11.5,6.8,15.5,64,0.0,0,5.0,1020.3,0
2015-12-21,11.5,6.2,16.0,71,1.2,0,6.2,1020.3,
2015-12-22,14.3,11.8,17.0,89,8.9,0,9.6,1009.9,
2015-12-23,14.4,10.3,19.1,62,0.0,0,9.0,1008.3,1
2015-12-24,12.6,8.3,16.1,52,0.0,0,11.2,1013.8,0
2015-12-25,11.3,8.3,15.0,41,0.0,0,17.3,1018.1,0
2015-12-26,11.2,6.8,15.8,25,0.0,0,11.6,1023.6,0
2015-12-27,9.4,3.0,15.5,33,0.0,0,5.6,1021.7,0
2015-12-28,8.7,3.1,13.2,48,0.0,0,7.2,1013.4,
2015-12-29,10.2,4.3,15.1,47,0.0,0,5.5,1015.5,0
2015-12-30,10.3,4.7,16.4,51,0.0,0,4.6,1020.9,0
2015-12-31,11.4,4.3,18.7,37,0.0,0,4.5,1019.2,0
2016-01-01,11.7,5.6,17.9,27,0.0,0,5.1,1019.0,0
2016-01-02,12.5,7.8,17.8,35,0.0,0,4.6,1018.0,0
2016-01-03,11.9,6.6,16.4,58,0.0,0,6.5,1013.9,0
2016-01-04,15.1,12.8,19.4,60,0.1,0,6.5,1008.8,
2016-01-05,13.6,10.5,14.5,82,36.1,0,13.3,1010.0,
2016-01-06,10.6,7.5,13.6,84,30.0,0,11.6,1013.3,
2016-01-07,11.0,8.3,14.3,72,6.4,0,10.2,1012.3,
2016-01-08,11.9,7.9,16.0,54,0.0,0,7.5,1016.6,0
2016-01-09,11.1,7.2,15.1,69,0.0,0,4.2,1022.1,
