month,value,term,lane,theme,geo,source,notes
2014-01,0,Avila Adobe,museum_specific,museum_brand,US-CA,Google Trends via pytrends,Dataset venue; brand search
2016-10,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2016-11,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2016-12,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2017-01,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2017-02,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2017-03,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2017-04,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2017-05,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2017-06,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2017-07,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2017-08,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2017-09,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2017-10,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2017-11,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2017-12,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2018-01,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2018-02,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2018-03,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2018-04,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2018-05,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2018-06,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2018-07,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2018-08,100,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2018-09,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2018-10,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2018-11,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2018-12,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2019-01,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2019-02,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2019-03,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2019-04,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2019-05,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2019-06,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2019-07,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2019-08,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2019-09,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2019-10,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2019-11,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2019-12,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2020-01,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2020-02,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2020-03,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2020-04,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2020-05,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2020-06,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2020-07,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2020-08,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2020-09,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2020-10,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2020-11,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2020-12,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2021-01,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2021-02,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2021-03,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2021-04,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2021-05,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2021-06,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2021-07,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2021-08,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2021-09,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2021-10,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2021-11,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2021-12,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2022-01,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2022-02,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2022-03,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2022-04,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2022-05,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2022-06,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2022-07,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2022-08,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2022-09,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2022-10,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2022-11,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2022-12,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2023-01,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2023-02,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2023-03,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2023-04,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2023-05,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2023-06,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2023-07,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2023-08,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2023-09,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2023-10,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2023-11,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2023-12,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2024-01,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2024-02,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2024-03,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2024-04,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2024-05,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2024-06,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2024-07,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2024-08,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2024-09,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2024-10,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2024-11,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2024-12,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2025-01,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2025-02,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2025-03,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2025-04,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2025-05,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2025-06,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2025-07,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2025-08,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2025-09,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2025-10,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2025-11,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2025-12,0,interactive museums Los Angeles,discovery_marketing,engagement_strategy,US-CA,Google Trends via pytrends,Growing interactive-interest category
2014-01,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2014-02,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2014-03,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2014-04,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2014-05,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2014-06,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2014-07,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2014-08,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2014-09,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2014-10,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2014-11,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2014-12,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2015-01,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2015-02,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2015-03,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2015-04,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2015-05,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2015-06,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2015-07,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2015-08,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2015-09,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2015-10,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2015-11,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2015-12,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2016-01,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2016-02,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2016-03,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2016-04,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2016-05,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2016-06,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2016-07,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2016-08,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2016-09,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2016-10,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2016-11,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2016-12,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2017-01,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2017-02,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2017-03,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2017-04,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2017-05,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2017-06,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2017-07,92,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2017-08,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2017-09,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2017-10,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2017-11,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2017-12,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2018-01,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2018-02,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2018-03,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2018-04,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2018-05,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2018-06,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2018-07,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2018-08,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2018-09,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2018-10,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2018-11,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2018-12,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2019-01,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2019-02,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2019-03,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2019-04,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2019-05,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2019-06,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2019-07,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2019-08,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2019-09,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2019-10,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2019-11,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2019-12,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2020-01,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2020-02,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2020-03,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2020-04,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2020-05,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2020-06,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2020-07,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2020-08,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2020-09,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2020-10,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2020-11,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2020-12,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2021-01,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2021-02,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2021-03,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2021-04,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2021-05,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2021-06,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2021-07,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2021-08,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2021-09,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2021-10,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2021-11,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2021-12,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2022-01,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2022-02,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2022-03,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2022-04,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2022-05,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2022-06,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2022-07,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2022-08,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2022-09,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2022-10,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2022-11,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2022-12,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2023-01,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2023-02,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2023-03,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2023-04,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2023-05,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2023-06,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2023-07,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2023-08,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2023-09,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2023-10,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2023-11,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2023-12,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2024-01,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2024-02,0,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
2024-03,85,kid friendly museums Los Angeles,discovery_marketing,family_activity,US-CA,Google Trends via pytrends,Family museum intent
